	  48.20200	
   0.19300	  -1.45050
   0.19301	   0.00000
   0.19302	   0.00000
   0.19303	   0.00000
   0.19304	   0.00000
   0.19305	   0.00000
   0.19306	   0.00000
   0.19307	  -0.96478
   0.19308	  -0.98271
   0.19309	  -1.01527
   0.19310	  -1.05225
   0.19311	  -1.09481
   0.19312	  -1.14128
   0.19313	  -1.72029
   0.19314	  -1.77108
   0.19315	  -1.83014
   0.19316	  -1.89644
   0.19317	  -1.96641
   0.19318	  -2.03660
   0.19319	  -2.10874
   0.19320	  -2.18244
   0.19321	  -2.25074
   0.19322	  -2.31902
   0.19323	  -2.39006
   0.19324	  -2.45878
   0.19325	  -2.52516
   0.19326	  -2.59062
   0.19327	  -2.65264
   0.19328	  -2.70501
   0.19329	  -2.75354
   0.19330	  -2.80484
   0.19331	  -2.85033
   0.19332	  -2.89246
   0.19333	  -2.93129
   0.19334	  -2.96691
   0.19335	  -2.99910
   0.19336	  -3.02625
   0.19337	  -3.05004
   0.19338	  -3.07190
   0.19339	  -3.09267
   0.19340	  -3.11250
   0.19341	  -3.13096
   0.19342	  -3.14965
   0.19343	  -3.16762
   0.19344	  -3.18511
   0.19345	  -3.20332
   0.19346	  -3.22160
   0.19347	  -3.23878
   0.19348	  -3.25369
   0.19349	  -3.26694
   0.19350	  -3.27887
   0.19351	  -3.28912
   0.19352	  -3.29739
   0.19353	  -3.30451
   0.19354	  -3.31030
   0.19355	  -3.31550
   0.19356	  -3.31970
   0.19357	  -3.32236
   0.19358	  -3.32388
   0.19359	  -3.32398
   0.19360	  -3.32265
   0.19361	  -3.31991
   0.19362	  -3.31594
   0.19363	  -3.31044
   0.19364	  -3.30441
   0.19365	  -3.29744
   0.19366	  -3.29074
   0.19367	  -3.28449
   0.19368	  -3.27903
   0.19369	  -3.27536
   0.19370	  -3.27234
   0.19371	  -3.27032
   0.19372	  -3.26933
   0.19373	  -3.26856
   0.19374	  -3.26801
   0.19375	  -3.26789
   0.19376	  -3.26824
   0.19377	  -3.26852
   0.19378	  -3.26920
   0.19379	  -3.26998
   0.19380	  -3.27096
   0.19381	  -3.27231
   0.19382	  -3.27374
   0.19383	  -3.27513
   0.19384	  -3.27572
   0.19385	  -3.27593
   0.19386	  -3.27534
   0.19387	  -3.27416
   0.19388	  -3.27337
   0.19389	  -3.27220
   0.19390	  -3.27104
   0.19391	  -3.27012
   0.19392	  -3.26961
   0.19393	  -3.26974
   0.19394	  -3.27052
   0.19395	  -3.27209
   0.19396	  -3.27452
   0.19397	  -3.27710
   0.19398	  -3.28022
   0.19399	  -3.28422
   0.19400	  -3.28884
   0.19401	  -3.29375
   0.19402	  -3.29891
   0.19403	  -3.30401
   0.19404	  -3.30877
   0.19405	  -3.31247
   0.19406	  -3.31548
   0.19407	  -3.31732
   0.19408	  -3.31842
   0.19409	  -3.31853
   0.19410	  -3.31769
   0.19411	  -3.31636
   0.19412	  -3.31481
   0.19413	  -3.31305
   0.19414	  -3.31064
   0.19415	  -3.30781
   0.19416	  -3.30451
   0.19417	  -3.30024
   0.19418	  -3.29535
   0.19419	  -3.29051
   0.19420	  -3.28611
   0.19421	  -3.28183
   0.19422	  -3.27822
   0.19423	  -3.27526
   0.19424	  -3.27303
   0.19425	  -3.27104
   0.19426	  -3.26920
   0.19427	  -3.26780
   0.19428	  -3.26699
   0.19429	  -3.26679
   0.19430	  -3.26690
   0.19431	  -3.26730
   0.19432	  -3.26717
   0.19433	  -3.26619
   0.19434	  -3.26427
   0.19435	  -3.26207
   0.19436	  -3.25928
   0.19437	  -3.25579
   0.19438	  -3.25281
   0.19439	  -3.25017
   0.19440	  -3.24814
